Tên sản phẩm,Mã sản phẩm,Mã giảm giá,Mức giảm tối thiểu,Mức giảm tối đa,Phương thức thanh toán nhận khuyến mãi,Price,Old Price,Thời gian sử dụng pin (tháng),Đối tượng sử dụng:,Đường kính mặt (mm),Độ dày mặt (mm),Nguồn năng lượng:,Mức kháng nước (ATM),Chất liệu mặt kính:,Thương hiệu của:,Bình luận
CASIO,W96H1BVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,759000,1012000,120.0,Nam,35.7,12.5,Pin,5.0,Nhựa,Nhật Bản,Sản phẩm chất lượng
CASIO,LTPV006D7B2UDF,VNPAYTGDD4,50000,100000,VNPAY-QR,673000,1036000,36.0,Nữ,25.0,9.2,Pin,1.0,Kính khoáng Mineral,Nhật Bản,Sài tốt
MVW,MS07602,VNPAYTGDD4,50000,100000,VNPAY-QR,890000,1750000,36.0,Nam,40.0,8.5,Pin,5.0,Kính khoáng Mineral,Việt Nam,"Mới mua chưa được 1 tháng tắm bình thường mà đã vô nước , chán ghê"
ELIO Flower,ES11903,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nữ,32.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Giao hàng nhanh như 1 cơn gió
ELIO,ES11702,VNPAYTGDD4,50000,100000,VNPAY-QR,390000,1290000,24.0,Nữ,30.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Mua làm quà tặng, người được tặng rất thích."
SMILE KID,SL09701,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,320000,24.0,Trẻ em,31.0,8.0,Pin,3.0,Kính Acrylic (thủy tinh hữu cơ),Việt Nam,"Đồng hồ rất tốt đẹp nữa nè, con gái rất thích"
SMILE KID,SL219LM3,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,320000,12.0,Trẻ em,39.0,13.0,Pin,5.0,Kính Acrylic (thủy tinh hữu cơ),Việt Nam,"Đồng hồ hư đưỡ đổi lại hàng mới, qua 24h ghé cửa hàng không có hàng, yêu cầu được giao tận nhà hàng mới"
SMILE KID,SL05802,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,350000,18.0,Trẻ em,42.0,14.0,Pin,5.0,Nhựa Resin,Việt Nam,Đồng hồ xài ổn
ELIO,ES10402,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,1290000,24.0,Nữ,26.0,8.9,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Đồng hồ xinh xắn, như mẫu."
KORLEX,KS01901,VNPAYTGDD4,50000,100000,VNPAY-QR,1250000,2500000,36.0,Nữ,34.0,9.0,Pin,5.0,Kính Sapphire,Việt Nam,Đẹp dây hơi to
Q&Q,A212J005Y,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,460000,36.0,Nữ,38.0,12.0,Pin,10.0,Kính Acrylic (thủy tinh hữu cơ),Nhật Bản,"Tốt trong tầm giá, đeo đẹp. Nhân viên nhiệt tình, thân thiện. Độ bền thì cần thời gian."
MVW,MS05201,VNPAYTGDD4,50000,100000,VNPAY-QR,790000,1490000,36.0,Nam,44.0,10.0,Pin,5.0,Kính khoáng Mineral,Việt Nam,sản phẩm tốt nv phục vụ chu đáo tận tâm
MVW,ML05901,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nam,40.0,10.0,Pin,5.0,Kính Sapphire,Việt Nam,"Mới nhận hàng,nhưng mình có yêu cầu nhân viên chỉnh thời gian trên đồng hồ nhưng lại không chỉnh,thấy trễ mình sẽ thông cảmNhưng khi mình chỉnh thì đồng hồ không chạy mai phải ra cửa hàng nữa"
SMILE KID,SL05301,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,290000,18.0,Trẻ em,34.0,13.0,Pin,3.0,Kính Acrylic (thủy tinh hữu cơ),Việt Nam,Đồng hồ nhỏ gọn dể thương. Bé rất hài lòng
MVW,ML03601,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,36.0,Nam,43.0,10.0,Pin,5.0,Kính khoáng Mineral,Việt Nam,Bị lỗi tùm lum
ELIO Nàng Thơ,ES05902,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1090000,36.0,Nữ,27.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Vì mới đeo nên chưa biết độ bền thế nào. Thiết kế dễ thương.
SMILE KID,SL05501,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,290000,18.0,Trẻ em,34.0,13.0,Pin,3.0,Kính Acrylic (thủy tinh hữu cơ),Việt Nam,Sản phẩm vẫn tốt.
CASIO,MTPV004GL7AUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,703000,938000,24.0,Nam,41.5,8.3,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Mới mua chưa đc 2 tháng mà vỏ ra ten  nổ sơn trong khi thông tin để thép không rỉ chán...
SMILE KID,SL41603SK,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,390000,18.0,Trẻ em,35.0,12.0,Pin,5.0,Nhựa Resin,Việt Nam,N/A
CASIO,AE1200WH1AVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,820000,1259000,0.0,Nam,42.0,N/A,Pin,10.0,Nhựa,Nhật Bản,Cháu đeo đi học rất đúng giờ
ELIO Xmas,EL08302,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1090000,24.0,Nữ,36.0,9.3,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Đồng hồ đẹp, k vào nước nhưng Có vẻ mặt kính k chống xước mấy, chả biết kiểu gì mới đeo đã xước 1 đường rồi. Mua đc giá giảm nên cũng ổn"
CASIO,MTP1302D7A2VDF,VNPAYTGDD4,50000,100000,VNPAY-QR,1107000,1476000,24.0,Nam,38.5,9.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,Tôi mua đồng hồ sao không thấy tin nhắn báo bảo hành vậy tgdd.Đồng hồ casio bên mình có phải hàng chính hãng không Vì trước giờ tôi mua đồng hồ CASIO đều nhận được thông báo từ ANH KHUÊ .
SKMEI,SK10001,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,350000,18.0,Trẻ em,45.0,17.0,Pin,5.0,Nhựa Resin,Trung Quốc,Sản phẩm okDịch vụ chăm sóc khách hàng tốt
CASIO,A158WA1DF,VNPAYTGDD4,50000,100000,VNPAY-QR,609000,938000,84.0,Unisex,30.2,9.2,Pin,3.0,Nhựa,Nhật Bản,Dây đeo chỉnh tùy ý được
ELIO,EL11202,VNPAYTGDD4,50000,100000,VNPAY-QR,390000,1290000,24.0,Nữ,28.0,9.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Đẹp, nhỏ gọn tinh tế"
CASIO,MTP1374D2AVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,1795000,2394000,24.0,Nam,41.2,9.7,Pin,5.0,Kính khoáng Mineral,Nhật Bản,Sp đẹp tốt
SMILE KID,SL12802,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,250000,12.0,Trẻ em,38.0,14.0,Pin,3.0,Nhựa,Việt Nam,Đồng hồ OK.bé nhà mình rất thích
SMILE KID,SL41409SK,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,390000,18.0,Trẻ em,38.0,14.0,Pin,5.0,Nhựa Resin,Việt Nam,N/A
SMILE KID,SL12602,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,290000,12.0,Trẻ em,39.0,16.0,Pin,3.0,Nhựa,Việt Nam,Sản phẩm rất tốt.
SMILE KID,SL12801,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,250000,12.0,Trẻ em,38.0,14.0,Pin,3.0,Nhựa,Việt Nam,N/A
CASIO,LTPV007L9EUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,538000,829000,36.0,Nữ,22.0,7.5,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Tốt trong tầm giá
CASIO,MTP1374D1AVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,1795000,2394000,24.0,Nam,42.0,9.7,Pin,5.0,Kính khoáng Mineral,Nhật Bản,rất tốt trong tầm giá
NAKZEN Hoa & Gió,SL9001LBK7,VNPAYTGDD4,50000,100000,VNPAY-QR,825000,1650000,12.0,Nữ,32.0,8.2,Pin,3.0,Kính khoáng Mineral,Nhật Bản,"Ngoại hình đẹp như quảng cáo, dây da đeo thoải mái. Chất lượng thì phải thời gian mới đánh giá được, chỉ tội a nhân viên khách siêu thị thì đông mà có 1 mình ảnh nên hơi vất vả"
CASIO,MTP1375L1AVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,1702000,2270000,24.0,Nam,42.0,9.7,Pin,5.0,Kính khoáng Mineral,Nhật Bản,Máy này thay pin chọn đời. Vậy khi hết pin thay ở đâu Nhân viên thay được ko
SMILE KID,SL09101,VNPAYTGDD4,50000,100000,VNPAY-QR,120000,150000,18.0,Trẻ em,34.0,10.0,Pin,N/A,Nhựa Resin,Việt Nam,Không tốt mới đeo được 2 bữa thì bị vô nước rồi
ELIO,EC01202,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1250000,24.0,Nữ,30.0,8.3,Pin,3.0,Kính khoáng Mineral,Việt Nam,Sản phẩm rất đẹp
SMILE KID,SL09201,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,350000,18.0,Trẻ em,36.0,13.0,Pin,5.0,Nhựa Resin,Việt Nam,Chất lượng tốt
CASIO,MTPV004L7AUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,666000,888000,24.0,Nam,40.0,8.3,Pin,3.0,Kính khoáng Mineral,Nhật Bản,tốt
CASIO,F91WM7ADF,VNPAYTGDD4,50000,100000,VNPAY-QR,420000,623000,84.0,Unisex,33.0,8.5,Pin,3.0,Nhựa Resin,Nhật Bản,"Thích lớm nhen , phối được kha kha trang phục ấy"
CASIO,AE1000W3AVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,852000,1136000,120.0,Nam,43.5,13.5,Pin,10.0,Nhựa,Nhật Bản,Rất tốt phù hợp với bé nhà mình. Sẽ ủng hộ sản phẩm của cửa hàng m khi cần.
ELIO,EL09201,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,990000,24.0,Nữ,26.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Mjk đã thích sài hãng này cũng ok. Mjk mua 3 cái.
CASIO,LA670WA7DF,VNPAYTGDD4,50000,100000,VNPAY-QR,738000,1136000,24.0,Nữ,24.6,7.3,Pin,3.0,Nhựa,Nhật Bản,Thấy cổ tay ai nhỏ nhỏ đeo cũng dễ thương
ELIO,ES09201,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nữ,32.0,7.9,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Hàng đẹp y hình, tay ai nhỏ phải đi gỡ bớt mắc ra mới đeo vừa nhé"
MVW,ML06001,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nam,40.0,8.0,Pin,5.0,Kính Sapphire,Việt Nam,Đẹp. Chất lượng tốt
SMILE KID,SL219LM1,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,320000,12.0,Trẻ em,39.0,12.5,Pin,5.0,Kính Acrylic (thủy tinh hữu cơ),Việt Nam,Sp tốt . Con mình rất thích.
Q&Q,S398J302Y,VNPAYTGDD4,50000,100000,VNPAY-QR,490000,890000,36.0,Nam,40.0,9.5,Pin,5.0,Kính khoáng Mineral,Nhật Bản,"mới mua 1 tuần thì máy không chạy được , hết pin hay bị gì."
ELIO,ES08601,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1190000,24.0,Nữ,28.0,7.9,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Đồng hồ đẹp và sang trọng, phù hợp với các buổi tiệc, trang phục bánh bèo"
MVW,ML03901,VNPAYTGDD4,50000,100000,VNPAY-QR,490000,1290000,36.0,Nam,43.0,10.0,Pin,5.0,Kính khoáng Mineral,Việt Nam,Tuyệt vời
MVW,MS05501,VNPAYTGDD4,50000,100000,VNPAY-QR,790000,1490000,36.0,Nam,43.0,10.0,Pin,5.0,Kính khoáng Mineral,Việt Nam,Thấy cũng hộp lý
ELIO Nắng Xuân,EL04201,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1090000,36.0,Nữ,28.0,9.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Đồng hồ hãng này mh dùng thấy rất ok chỉ có điều như cái trước mh hay quên để dính nước nhiều nên dây da chóng hỏng phải thay dây chứ đồng hồ vẫn chạy tốt
CASIO,MTP1370D7A2VDF,VNPAYTGDD4,50000,100000,VNPAY-QR,1323000,1764000,24.0,Nam,40.0,8.8,Pin,5.0,Kính khoáng Mineral,Nhật Bản,Tuyệt vời
Q&Q,S392J202Y,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,979000,36.0,Nam,40.0,9.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,"Dạ quàng ếu wa, được moii rá"
CASIO,LTPV005G7BUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,852000,1311000,36.0,Nữ,28.0,8.0,Pin,3.0,Kính khoáng Mineral,Nhật Bản,"Đồng hồ đẹp , mặt đồng hồ nhìn rõ ràng"
ELIO,EL00501,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1090000,12.0,Nữ,35.2,9.7,Pin,3.0,Kính khoáng Mineral,Việt Nam,Tạm ổn á
CASIO,MTPV002L1BUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,611000,815000,24.0,Nam,37.0,9.6,Pin,3.0,Kính khoáng Mineral,Nhật Bản,"đứng im hết chạy luôn rồi, mua chưa đc 1 tháng. Chất lượng quá tệ"
ELIO,EL06201,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,990000,36.0,Nam,40.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Mới Đeo 3 ngày đã bị nổ sơn. Vậy mà quản cáo là Ko rĩ quá tệ.
TITAN Classique,1735SL01,VNPAYTGDD4,50000,100000,VNPAY-QR,800000,1600000,18.0,Nam,48.0,8.0,Pin,3.0,Kính khoáng Mineral,Ấn Độ,Mặt 48mm mà như 38mm vậy á
ELIO,EL008,VNPAYTGDD4,50000,100000,VNPAY-QR,490000,890000,12.0,Nữ,34.8,8.6,Pin,3.0,Kính khoáng Mineral,Việt Nam,Okeeee á
CASIO,LRW200H1BVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,610000,939000,36.0,Nữ,32.6,11.6,Pin,10.0,Nhựa,Nhật Bản,Hàng rất ok
ORIENT,FAG03002B0,VNPAYTGDD4,50000,100000,VNPAY-QR,7447000,9930000,N/A,Nam,38.3,11.0,Cơ tự động,5.0,Kính Sapphire,Nhật Bản,"Đồng hồ đẹp, các bạn nhân viên rất nhiệt tình, đăc biêt bạn tên Nguyễn Minh Tình tại ĐMX G1641 Trần Đại Nghĩa HCM rất nhiệt tình tư vấn"
CASIO,LTP1241D4ADF,VNPAYTGDD4,50000,100000,VNPAY-QR,765000,1178000,36.0,Nữ,25.0,9.0,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Rất đẹp
CASIO,LTPV005GL7AUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,538000,829000,36.0,Nữ,27.8,7.8,Pin,3.0,Kính khoáng Mineral,Nhật Bản,"Đồng hồ đẹp, nhẹ, luôn tin tưởng vào Casio, giá cả hợp lý, chất lượng"
ELIO Elegant Lady,ES16302,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nữ,26.0,7.4,Pin,3.0,Kính khoáng Mineral,Việt Nam,N/A
CASIO,LWA300H7EVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,967000,1489000,24.0,Nữ,42.0,11.4,Pin,10.0,Nhựa,Nhật Bản,"Chất lượng lắm , đáng mua"
ELIO Sunshine,ES16501,VNPAYTGDD4,50000,100000,VNPAY-QR,890000,1390000,24.0,Nữ,29.0,7.7,Pin,3.0,Kính khoáng Mineral,Việt Nam,N/A
ELIO Elegant Lady,ES16401,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nữ,28.0,7.9,Pin,3.0,Kính khoáng Mineral,Việt Nam,N/A
CASIO,LTP1094Q7B6RDF,VNPAYTGDD4,50000,100000,VNPAY-QR,646000,994000,36.0,Nữ,23.0,7.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,"Giao hàng nhanh chóng, hàng chính hẵng có bảo hành, nhỏ xinh phù hợp nữ đeo đi làm, nên mua . Giá tốt"
MVW Galaxy,MLA08802,VNPAYTGDD4,50000,100000,VNPAY-QR,1990000,3990000,N/A,Nam,43.0,12.35,Cơ tự động,5.0,Kính Sapphire,Việt Nam,Đẹp. Máy bền. Đã từng rơi ở độ cao tầm 1 mét hơn. Máy vẫn ổn đến giờ. Nhưng có điều mua thêm dây dự phòng không có. Có cách nào mua được dây không.
CASIO,WS1400H3AVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,886000,1182000,120.0,Nam,47.2,13.4,Pin,10.0,Nhựa,Nhật Bản,N/A
MVW,MS09502,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1990000,36.0,Nam,41.0,8.25,Pin,5.0,Kính Sapphire,Việt Nam,N/A
MVW Glory,MS08702,VNPAYTGDD4,50000,100000,VNPAY-QR,990000,2490000,36.0,Nam,43.0,9.2,Pin,5.0,Kính khoáng Mineral,Việt Nam,"đẹp, mà ko biết shop có bán dây da ko"
CASIO,W218HC4A2VDF,VNPAYTGDD4,50000,100000,VNPAY-QR,551000,848000,84.0,Nữ,43.2,11.0,Pin,5.0,Nhựa,Nhật Bản,"Xịn, mịn lắm nha. Giá cho casio quá ok. Nhưng mà dây bám dơ nhanh. Mua hai con luôn"
EYKI,EYC01201,VNPAYTGDD4,50000,100000,VNPAY-QR,390000,1090000,24.0,Nam,41.0,9.2,Pin,3.0,Kính khoáng Mineral,Trung Quốc,"Đồng hồ đẹp nhưng vừa lấy xong,mang về đến nhà là hết pin"
EYKI,EYC01202,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1090000,24.0,Nữ,30.0,8.3,Pin,3.0,Kính khoáng Mineral,Trung Quốc,N/A
SMILE KID,SL13002,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,260000,12.0,Trẻ em,29.0,9.8,Pin,3.0,Nhựa,Việt Nam,Các bạn tư vấn rất rất nhiệt tình  vui vẻ
MVW Glory,ML07903,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,36.0,Nam,43.0,9.2,Pin,5.0,Kính khoáng Mineral,Việt Nam,Mới mua đuợc tháng mà giờ nó chạy chậm số với thời gian thực tế. Ngày nào cũng chỉnh mà ngày nào cũng chậm. K bít do bộ máy của nó hay gì
MVW Star Automatic,MSA00501N,VNPAYTGDD4,50000,100000,VNPAY-QR,2290000,4490000,N/A,Nam,43.0,12.0,Cơ tự động,5.0,Kính Sapphire,Việt Nam,"Đồng hồ rất đẹp , sang trọng , giá cả hợp lý,nhân viên phúc vs ng hỗ trợ nhân viên phúc,tại thới giới di động trên đường nguyễn huệ tp cao lãnh , tư vấn nhiệt tình, vui vẻ , có cảm giác thoải mái trong việc trao đổi về sản phẩm đồng hồ MVW riêng về 2 nhân viên này tôi chấm 5 sao"
CASIO,MTPE350D7BVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,2058000,3167000,36.0,Nam,40.6,8.7,Pin,5.0,Kính khoáng Mineral,Nhật Bản,Đồng hồ hoạt động rất tốt
CASIO,LTP1129A7BRDF,VNPAYTGDD4,50000,100000,VNPAY-QR,688000,1059000,36.0,Nữ,26.2,7.1,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Bình thường
CASIO,LTPV005L7BUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,509000,784000,36.0,Nữ,28.4,7.9,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Đồng hộ đẹp lắm ạ
CITIZEN,GA105051A,VNPAYTGDD4,50000,100000,VNPAY-QR,4280000,6585000,0.0,Nữ,29.6,7.5,Ánh sáng,3.0,Kính khoáng Mineral,Nhật Bản,chất lượng tốt
CASIO,LRW200H4BVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,610000,939000,36.0,Nữ,32.6,11.6,Pin,10.0,Nhựa,Nhật Bản,Mẫu mã đẹp ko vô nước nhân viên tư vấn nhiệt tình rất thích
Q&Q,F06A001PY,VNPAYTGDD4,50000,100000,VNPAY-QR,490000,890000,24.0,Nữ,22.0,7.3,Pin,3.0,Kính khoáng Mineral,Nhật Bản,N/A
GSHOCK 2100,GA21001A1NDR,VNPAYTGDD4,50000,100000,VNPAY-QR,2860000,3814000,36.0,Nam,45.4,11.8,Pin,20.0,Kính khoáng Mineral,Nhật Bản,N/A
CASIO,MRW200H9BVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,590000,939000,36.0,Nam,42.5,12.0,Pin,10.0,Nhựa,Nhật Bản,Ok đẹp nhân viên tư vấn ok
ELIO Set quà,ES15601,VNPAYTGDD4,50000,100000,VNPAY-QR,890000,1390000,24.0,Nữ,22.5,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,N/A
CASIO,MRW200H1B3VDF,VNPAYTGDD4,50000,100000,VNPAY-QR,704000,939000,36.0,Nam,43.0,11.8,Pin,10.0,Nhựa,Nhật Bản,Sp tốt bền và đẹp. Nên sở hữu
MVW Star Automatic,MSA00303N,VNPAYTGDD4,50000,100000,VNPAY-QR,2290000,4490000,N/A,Nam,41.0,12.0,Cơ tự động,5.0,Kính Sapphire,Việt Nam,"Mua được 2 tháng, đồng hồ chống nước mà bị mắc mưa có 2 lần giờ vô nước như vậy."
Q&Q,F01A005PY,VNPAYTGDD4,50000,100000,VNPAY-QR,490000,890000,24.0,Nữ,34.0,7.4,Pin,3.0,Kính khoáng Mineral,Nhật Bản,N/A
CASIO,LWS2200H4AVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,1090000,1677000,24.0,Nữ,37.6,11.9,Pin,10.0,Nhựa,Nhật Bản,Kính nhựa dễ xước
SMILE KID,SL13102,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,360000,12.0,Trẻ em,42.0,15.7,Pin,5.0,Nhựa,Việt Nam,chưa hết hạn bảo hành đã hư. nhà xa mà bắt chạy đi chạy lại hoài
SMILE KID,SL13003,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,260000,12.0,Trẻ em,29.0,9.8,Pin,3.0,Nhựa,Việt Nam,N/A
CASIO,LTPV005L7AUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,509000,784000,24.0,Nữ,28.2,7.9,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Tốt
SMILE KID,SL12201,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,260000,12.0,Trẻ em,29.0,9.8,Pin,3.0,Nhựa,Việt Nam,mẫu mã dễ thương.hài lòng  nếu có thể chống đc nước thì rất tốt ý kiến riêng
GSHOCK 2100,GM21001ADR,VNPAYTGDD4,50000,100000,VNPAY-QR,5721000,7628000,36.0,Nam,45.4,11.8,Pin,20.0,Kính khoáng Mineral,Nhật Bản,Tốt
Q&Q,C35A005PY,VNPAYTGDD4,50000,100000,VNPAY-QR,490000,690000,24.0,Nữ,30.5,8.0,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Đồng hồ đẹp lắm . Mn nên mua nhé .
MVW,MS08101,VNPAYTGDD4,50000,100000,VNPAY-QR,990000,1990000,24.0,Nam,41.0,10.0,Pin,5.0,Kính khoáng Mineral,Việt Nam,Sản phẩm đẹp. Còn chất lượng thì chờ time trả lời
ELIO,EL11501,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nữ,32.0,8.1,Pin,3.0,Kính khoáng Mineral,Việt Nam,rất đẹp . chị mình rất thích . kiểu dáng sang trọng .
CASIO,LTPV300L1AUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,1138000,1752000,24.0,Nữ,33.2,8.2,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Đồng hồ ok lắm ạ
ELIO,EL11201,VNPAYTGDD4,50000,100000,VNPAY-QR,390000,1290000,24.0,Nữ,28.0,9.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Đồng hồ đẹp chống nước ok
ELIO,EL12602,VNPAYTGDD4,50000,100000,VNPAY-QR,320000,1190000,24.0,Nữ,30.5,8.6,Pin,3.0,Kính khoáng Mineral,Việt Nam,Đồng hồ su dung rất tốt
MVW,ML07302,VNPAYTGDD4,50000,100000,VNPAY-QR,990000,1900000,18.0,Nam,40.0,9.2,Pin,5.0,Kính khoáng Mineral,Việt Nam,Cọc số 11 giờ bị tróc sơn sau thời gian sử dụng. Giờ thường xuyên chạy sai. Lúc mình mua là hơn 1 triệu mà với chất lượng này thì thực sự thua rất xa Casio. Mình chỉ mới dùng 1 năm.
ELIO,ES13801,VNPAYTGDD4,50000,100000,VNPAY-QR,390000,1290000,24.0,Nữ,26.0,8.5,Pin,3.0,Kính khoáng Mineral,Việt Nam,Đồng hồ thấy sài được...đẹp nửa
ELIO,EC01302,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,990000,24.0,Nữ,28.0,7.8,Pin,3.0,Kính khoáng Mineral,Việt Nam,Đồng hồ e mới mua nhưng qua ngày thì ngày trong đồng hồ không nhảy mặc dù giờ vẫn chạy đúng. Cho e xin cách giải quyết với ạ
ELIO Nàng Thơ,EC00302,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,990000,24.0,Nữ,28.0,7.6,Pin,3.0,Kính khoáng Mineral,Việt Nam,Đồng hồ rất ok
MVW Sport,ML07401,VNPAYTGDD4,50000,100000,VNPAY-QR,990000,1990000,36.0,Nam,43.0,10.3,Pin,5.0,Kính khoáng Mineral,Việt Nam,"Mình bị đứt dây, có được hor trợ bảo hành thay dây mới không, đồng hồ mua chưa được 1 tháng ạ"
ELIO Xmas,EL01401,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,990000,12.0,Nữ,30.5,8.7,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Hiện đồng hồ sử dụng tốt, kiểu dáng đẹp."
SMILE KID,SL07002,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,290000,18.0,Trẻ em,33.5,9.0,Pin,3.0,Nhựa Resin,Việt Nam,Tôi mua về một thời gian  .dùng không thấy hoạt động nữa và tôi có đem đến cửa hàng để đổi lại .nhân viên bảo gửi về công ty để sửa trong vòng một tuần.nhưng tới giờ tôi khêng thấy đâu cả.
ELIO,ES023C2,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1090000,12.0,Nữ,29.0,7.5,Pin,3.0,Kính khoáng Mineral,Việt Nam,đồng hồ đẹp. chất lượng thì chưa được lắm. bị chạy trễ giờ.
ELIO Elegant Lady,ES16301,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nữ,26.0,7.4,Pin,3.0,Kính khoáng Mineral,Việt Nam,N/A
CASIO,MTP1303D7AVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,1017000,1356000,24.0,Nam,40.0,9.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,"1 phù hợp với túi tiền.2sp đeo vào thanh lịch từ 25 tuổi trở lên đeo hợp hơn.3 mặt đồng hồ 40 nên đeo hợp với tay,tô thêm nét riêng cho bản thân.Nói chung là đẹp"
CASIO,LTP1170G7ARDF,VNPAYTGDD4,50000,100000,VNPAY-QR,986000,1517000,24.0,Nữ,26.1,9.2,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Đeo lên tay sang lắm mấy chị yêu ơi
CASIO,LTP1094Q7ARDF,VNPAYTGDD4,50000,100000,VNPAY-QR,646000,994000,18.0,Nữ,23.0,7.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,"dịch vụ tốt, nhân viên nhiệt tình"
